0:	73	22.627417
1:	73	22.604460
2:	73	22.581504
3:	73	22.558548
4:	73	22.535592
5:	73	22.512635
6:	73	22.489679
7:	73	22.466723
8:	73	22.443767
9:	73	22.420811
10:	73	22.397854
11:	73	22.374898
12:	73	22.351942
13:	73	22.328986
14:	73	22.306029
15:	73	22.283073
16:	73	22.260117
17:	73	22.237161
18:	73	22.214205
19:	73	22.191248
20:	73	22.168292
21:	73	22.145336
22:	73	22.122380
23:	73	22.099423
24:	73	22.076467
25:	73	22.053511
26:	73	22.030555
27:	73	22.007599
28:	73	21.984642
29:	73	21.961686
30:	73	21.938730
31:	73	21.915774
32:	73	21.892817
33:	73	21.869861
34:	73	21.846905
35:	73	21.823949
36:	73	21.800993
37:	73	21.778036
38:	73	21.755080
39:	73	21.732124
40:	73	21.709168
41:	73	21.686211
42:	73	21.663255
43:	73	21.640299
44:	73	21.617343
45:	73	21.594387
46:	73	21.571430
47:	73	21.548474
48:	73	21.525518
49:	73	21.502562
50:	73	21.479605
51:	73	21.456649
52:	73	21.433693
53:	73	21.410737
54:	73	21.387781
55:	73	21.364824
56:	73	21.341868
57:	73	21.318912
58:	73	21.295956
59:	73	21.272999
60:	73	21.250043
61:	73	21.227087
62:	73	21.204131
63:	73	21.181175
64:	73	21.158218
65:	73	21.135262
66:	73	21.112306
67:	73	21.089350
68:	73	21.066393
69:	73	21.043437
70:	73	21.020481
71:	73	20.997525
72:	73	20.974569
73:	73	20.951612
74:	73	20.928656
75:	73	20.905700
76:	73	20.882744
77:	73	20.859787
78:	73	20.836831
79:	73	20.813875
80:	73	20.790919
81:	73	20.767963
82:	73	20.745006
83:	73	20.722050
84:	73	20.699094
85:	73	20.676138
86:	73	20.653181
87:	73	20.630225
88:	73	20.607269
89:	73	20.584313
90:	73	20.561357
91:	73	20.538400
92:	73	20.515444
93:	73	20.492488
94:	73	20.469532
95:	73	20.446575
96:	73	20.423619
97:	73	20.400663
98:	73	20.377707
99:	73	20.354751
100:	73	20.331794
101:	73	20.308838
102:	73	20.285882
103:	73	20.262926
104:	73	20.239969
105:	73	20.217013
106:	73	20.194057
107:	73	20.171101
108:	73	20.148145
109:	73	20.125188
110:	73	20.102232
111:	73	20.079276
112:	73	20.056320
113:	73	20.033363
114:	73	20.010407
115:	73	19.987451
116:	73	19.964495
117:	73	19.941539
118:	73	19.918582
119:	73	19.895626
120:	73	19.872670
121:	73	19.849714
122:	73	19.826757
123:	73	19.803801
124:	73	19.780845
125:	73	19.757889
126:	73	19.734933
127:	73	19.711976
128:	73	19.689020
129:	73	19.666064
130:	73	19.643108
131:	73	19.620151
132:	73	19.597195
133:	73	19.574239
134:	73	19.551283
135:	73	19.528327
136:	73	19.505370
137:	73	19.482414
138:	73	19.459458
139:	73	19.436502
140:	73	19.413545
141:	73	19.390589
142:	73	19.367633
143:	73	19.344677
144:	73	19.321721
145:	73	19.298764
146:	73	19.275808
147:	73	19.252852
148:	73	19.229896
149:	73	19.206939
150:	73	19.183983
151:	73	19.161027
152:	73	19.138071
153:	73	19.115115
154:	73	19.092158
155:	73	19.069202
156:	73	19.046246
157:	73	19.023290
158:	73	19.000333
159:	73	18.977377
160:	73	18.954421
161:	73	18.931465
162:	73	18.908509
163:	73	18.885552
164:	73	18.862596
165:	73	18.839640
166:	73	18.816684
167:	73	18.793727
168:	73	18.770771
169:	73	18.747815
170:	73	18.724859
171:	73	18.701903
172:	73	18.678946
173:	73	18.655990
174:	73	18.633034
175:	73	18.610078
176:	73	18.587121
177:	73	18.564165
178:	73	18.541209
179:	73	18.518253
180:	73	18.495297
181:	73	18.472340
182:	73	18.449384
183:	73	18.426428
184:	73	18.403472
185:	73	18.380515
186:	46	93.295227
187:	46	93.446692
188:	46	93.598156
189:	46	93.749621
190:	46	93.901085
191:	46	94.052550
192:	46	94.204014
193:	46	94.355479
194:	46	94.506944
195:	46	94.658408
196:	46	94.809873
197:	46	94.961337
198:	46	95.112802
199:	46	95.264266
200:	46	95.415731
201:	46	95.567196
202:	46	95.718660
203:	46	95.870125
204:	46	96.021589
205:	46	96.173054
206:	46	96.324518
207:	46	96.475983
208:	46	96.627447
209:	46	96.778912
210:	46	96.930377
211:	46	97.081841
212:	46	97.233306
213:	46	97.384770
214:	46	97.536235
215:	46	97.687699
216:	46	97.839164
217:	46	97.990629
218:	46	98.142093
219:	46	98.293558
220:	46	98.445022
221:	46	98.596487
222:	46	98.747951
223:	46	98.899416
224:	46	99.050880
225:	46	99.202345
226:	46	99.353810
227:	46	99.505274
228:	46	99.656739
229:	46	99.808203
230:	46	99.959668
231:	46	100.111132
232:	46	100.262597
233:	46	100.414062
234:	46	100.565526
235:	46	100.716991
236:	46	100.868455
237:	46	101.019920
238:	46	101.171384
239:	46	101.322849
240:	46	101.474314
241:	46	101.625778
242:	46	101.777243
243:	46	101.928707
244:	46	102.080172
245:	46	102.231636
246:	46	102.383101
247:	46	102.534565
248:	46	102.686030
249:	46	102.837495
250:	46	102.988959
251:	46	103.140424
252:	46	103.291888
253:	46	103.443353
254:	46	103.594817
255:	46	103.746282
256:	46	103.897747
257:	46	104.049211
258:	46	104.200676
259:	46	104.352140
260:	46	104.503605
261:	46	104.655069
262:	46	104.806534
263:	46	104.957998
264:	46	105.109463
265:	46	105.260928
266:	46	105.412392
267:	46	105.563857
268:	46	105.715321
269:	46	105.866786
270:	46	106.018250
271:	46	106.169715
272:	46	106.321180
273:	46	106.472644
274:	46	106.624109
275:	46	106.775573
276:	46	106.927038
277:	46	107.078502
278:	46	107.229967
279:	46	107.381432
280:	46	107.532896
281:	46	107.684361
282:	46	107.835825
283:	46	107.987290
284:	46	108.138754
285:	46	108.290219
286:	46	108.441683
287:	46	108.593148
288:	46	108.744613
289:	46	108.896077
290:	46	109.047542
291:	46	109.199006
292:	46	109.350471
293:	46	109.501935
294:	46	109.653400
295:	46	109.804865
296:	46	109.956329
297:	46	110.107794
298:	46	110.259258
299:	46	110.410723
300:	46	110.562187
301:	46	110.713652
302:	46	110.865116
303:	46	111.016581
304:	46	111.168046
305:	46	111.319510
306:	46	111.470975
307:	46	111.622439
308:	46	111.773904
309:	46	111.925368
310:	46	112.076833
311:	46	112.228298
312:	46	112.379762
313:	46	112.531227
314:	46	112.682691
315:	46	112.834156
316:	46	112.985620
317:	62	84.303482
318:	62	84.407087
319:	62	84.510691
320:	62	84.614296
321:	62	84.717900
322:	62	84.821505
323:	62	84.925110
324:	62	85.028714
325:	62	85.132319
326:	62	85.235924
327:	62	85.339528
328:	62	85.443133
329:	62	85.546737
330:	62	85.650342
331:	62	85.753947
332:	62	85.857551
333:	62	85.961156
334:	62	86.064760
335:	62	86.168365
336:	62	86.271970
337:	62	86.375574
338:	62	86.479179
339:	62	86.582783
340:	62	86.686388
341:	62	86.789993
342:	62	86.893597
343:	62	86.997202
344:	62	87.100806
345:	62	87.204411
346:	62	87.308016
347:	62	87.411620
348:	62	87.515225
349:	62	87.618829
350:	62	87.722434
351:	62	87.826039
352:	62	87.929643
353:	62	88.033248
354:	62	88.136852
355:	62	88.240457
356:	62	88.344062
357:	62	88.447666
358:	62	88.551271
359:	62	88.654875
360:	62	88.758480
361:	62	88.862085
362:	62	88.965689
363:	62	89.069294
364:	62	89.172898
